,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
0,Adegem,Maison,None,249108.0,notariale,6,None,0,0,0,None,None,0,None,None,593,3,0,old
1,Adegem,Maison,None,249108.0,notariale,6,None,0,0,0,None,None,0,None,None,593,3,0,old
2,Kruishoutem,Maison,None,521784.0,notariale,6,254,0,0,0,None,None,0,None,None,789,4,0,None
3,Haasdonk,Maison,None,577486.0,notariale,6,195,0,0,0,None,None,0,None,None,796,4,0,None
4,Denderwindeke,Maison,None,416954.0,notariale,7,162,0,0,0,None,None,0,None,None,480,3,0,None
5,Aalter,Maison,None,780455.0,notariale,6,172,0,0,0,None,None,0,None,None,610,4,0,None
6,Ninove,Maison,None,471177.0,notariale,6,139,0,0,0,None,None,0,None,None,580,4,0,None
7,Denderhoutem,Maison,None,435699.0,notariale,6,144,0,0,0,None,None,1,None,None,483,3,0,None
8,Pollare,Maison,None,403121.0,notariale,6,185,0,0,0,None,None,0,None,None,668,3,0,None
9,Deftinge,Maison,None,384265.0,notariale,6,141,0,0,0,None,None,0,101,706,807,3,0,None
0,Wachtebeke,Appartement,None,159000.0,notariale,4,145,0,0,0,None,None,0,None,None,None,None,0,None
1,Erembodegem,Appartement,None,249000.0,notariale,4,95,0,0,0,None,None,1,None,None,120,2,0,old
2,Zegelsem,Maison,None,219000.0,notariale,6,200,0,0,0,None,None,0,None,None,415,None,0,old
3,Gent,Appartement,None,439500.0,notariale,7,60,0,0,0,None,None,1,None,None,60,2,0,old
4,Gent,Appartement,Penthouse,1349000.0,notariale,9,393,1,0,0,None,None,1,None,None,393,4,0,old
5,Buggenhout,Maison,Maison unifamiliale,330200.0,notariale,6,140,0,0,0,None,None,1,None,None,500,3,0,None
6,Buggenhout,Maison,None,319700.0,notariale,6,140,0,0,0,None,None,1,None,None,450,3,0,None
7,Buggenhout,Maison,Maison unifamiliale,443000.0,notariale,5,140,0,0,0,None,None,1,None,None,053,3,0,None
8,Dendermonde,Maison,None,424417.0,notariale,3,None,0,0,0,None,None,0,None,None,981,None,0,None
9,Hamme,Maison,None,495472.0,notariale,3,None,0,0,0,None,None,0,None,None,673,None,0,None
0,Dendermonde,Appartement,None,203385.0,notariale,5,89,0,0,0,None,None,0,None,None,None,None,0,None
1,Dendermonde,Appartement,None,240405.0,notariale,6,103,0,0,0,None,None,0,None,None,None,None,0,None
2,Dendermonde,Appartement,None,263934.0,notariale,5,113,0,0,0,None,None,0,None,None,None,None,0,None
3,Maldegem,Maison,Villa,420000.0,notariale,4,130,0,0,0,None,None,1,65,75,140,4,0,new
4,Sint-Jan-in-Eremo,Maison,None,326148.0,notariale,6,None,0,0,0,None,None,0,None,None,346,3,0,None
5,Borsbeke,Maison,None,140000.0,notariale,4,None,0,0,0,None,None,0,None,None,645,2,0,None
6,Sint-Laureins,Maison,None,288921.0,notariale,5,None,0,0,0,None,None,0,None,None,270,3,0,None
7,Oostakker,Maison,None,354380.0,notariale,6,None,0,0,0,None,None,0,None,None,224,2,0,None
8,Adegem,Maison,None,305142.0,notariale,6,None,0,0,0,None,None,0,None,None,275,3,0,None
9,Sint-Laureins,Maison,None,293306.0,notariale,6,None,0,0,0,None,None,0,None,None,265,3,0,None
0,Zelzate,Appartement,None,193800.0,notariale,3,23,0,0,0,True,58,0,None,None,None,None,0,old
1,Zelzate,Appartement,None,229800.0,notariale,3,55,0,0,0,True,28,1,None,None,None,None,0,old
2,Zelzate,Appartement,None,148800.0,notariale,2,76,0,0,0,True,22,0,None,None,None,None,0,old
3,Sint-Martens-Latem,Maison,None,1690000.0,notariale,3,290,0,0,0,None,None,1,None,None,920,4,0,new
4,Gent,Appartement,None,1325000.0,notariale,6,73,0,0,0,True,28,0,None,None,None,None,0,old
5,Wetteren,Appartement,None,234000.0,notariale,4,100,0,0,0,None,None,0,None,None,None,2,0,None
6,Sint-Niklaas,Appartement,None,199000.0,notariale,4,81,0,0,0,None,None,0,None,None,None,3,0,None
7,Gent,Appartement,None,995000.0,notariale,12,415,0,0,0,True,92,0,415,0,415,None,0,None
8,Gent,Maison,None,995000.0,notariale,12,415,0,0,0,True,92,0,415,0,415,None,0,None
9,Geraardsbergen,Appartement,App. rez-de-chaussée,208000.0,notariale,6,125,0,0,0,None,None,0,None,None,None,2,0,old
0,Kruishoutem,Maison,None,634806.0,notariale,0,None,0,0,0,None,None,0,None,None,912,4,0,None
1,None,Maison,None,220000.0,agence,7,None,0,0,0,None,None,1,None,None,870,4,0,old
2,None,Maison,None,280000.0,agence,8,None,0,0,1,None,None,1,None,None,872,4,0,None
3,None,Maison,None,95000.0,agence,6,None,0,0,0,None,None,1,None,None,316,3,0,old
4,None,Maison,None,160000.0,agence,5,None,0,0,0,None,None,1,None,None,620,2,0,None
5,Bachte-Maria-Leerne,Maison,None,175000.0,notariale,4,None,0,0,0,None,None,0,None,None,88,3,0,new
6,Gijzenzele,Maison,None,319900.0,notariale,5,120,0,0,0,None,None,1,None,None,320,None,0,None
7,None,Maison,None,150000.0,agence,7,None,0,0,0,None,None,1,None,None,259,3,0,old
8,Evergem,Maison,None,415000.0,agence,7,None,0,0,0,None,None,1,None,None,324,3,0,None
9,None,Maison,None,170000.0,agence,5,None,0,0,0,None,None,1,None,None,946,4,0,old
0,Melle,Maison,Maison jumelée,369000.0,notariale,6,153,0,0,0,None,None,1,None,None,360,3,0,new
1,Hillegem,Maison,Maison unifamiliale,279900.0,notariale,5,231,0,0,0,None,None,0,None,None,None,3,0,old
2,None,Maison,None,200000.0,agence,5,None,0,0,0,None,None,1,None,None,696,4,0,None
3,None,Maison,None,75000.0,agence,4,None,0,0,0,None,None,0,None,None,70,2,0,None
4,None,Appartement,Serviceflat,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
5,None,Maison,Maison unifamiliale,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
6,Stekene,Maison,None,350000.0,notariale,6,164,0,0,0,None,None,1,None,None,390,3,0,old
7,Zwijnaarde,Appartement,None,310000.0,notariale,4,106,0,0,0,None,None,0,None,None,None,None,0,old
8,Kruishoutem,Maison,None,296000.0,notariale,9,194,0,0,0,None,None,1,50,224,274,2,0,new
9,Evergem,Appartement,None,275000.0,notariale,4,94,0,0,0,None,None,1,None,None,94,2,0,old
0,Ophasselt,Maison,None,326446.0,notariale,4,None,0,0,0,None,None,0,None,None,705,None,0,None
1,Ophasselt,Maison,None,329170.0,notariale,3,None,0,0,0,None,None,0,None,None,588,None,0,None
2,Beveren-Waas,Maison,Maison unifamiliale,332100.0,notariale,7,160,0,0,0,None,None,0,None,None,265,2,0,old
3,Borsbeke,Maison,None,284452.0,notariale,3,80,0,0,0,None,None,1,60,-25,35,3,0,None
4,Dendermonde,Maison,Usage mixte,519000.0,notariale,7,277,0,0,0,None,None,1,None,None,210,2,0,None
5,Dendermonde,Appartement,Duplex,519000.0,notariale,7,277,0,0,0,None,None,1,None,None,210,2,0,None
6,Aalter,Appartement,None,455000.0,notariale,3,72,0,0,0,None,None,0,None,None,None,None,0,None
7,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
8,Aalter,Maison,Villa,491000.0,notariale,8,262,0,0,1,None,None,1,None,None,826,4,0,new
9,Ophasselt,Maison,None,305366.0,notariale,3,None,0,0,0,None,None,0,None,None,500,None,0,None
0,Wetteren,Maison,None,249000.0,notariale,5,115,0,0,0,None,None,1,None,None,139,None,0,None
1,Deinze,Maison,None,600000.0,notariale,8,460,0,0,0,None,None,1,None,None,104,4,0,old
2,Maldegem,Appartement,None,214500.0,notariale,5,None,0,0,0,True,8,0,None,None,None,None,0,None
3,Gent,Appartement,None,2000000.0,notariale,7,392,0,0,0,None,None,1,None,None,None,None,0,old
4,Meerbeke,Maison,None,288000.0,notariale,10,275,0,0,0,None,None,1,158,152,310,None,0,new
5,Schellebelle,Appartement,None,188000.0,notariale,4,88,0,0,0,None,None,0,None,None,None,2,0,None
6,Wetteren,Maison,None,199000.0,notariale,3,82,0,0,0,None,None,1,None,None,403,2,0,None
7,Geraardsbergen,Appartement,None,148000.0,notariale,3,80,0,0,0,None,None,0,None,None,None,2,0,old
8,Aalst,Maison,Usage mixte,290000.0,notariale,6,210,0,0,0,None,None,0,None,None,None,2,0,None
9,Idegem,Maison,None,225000.0,notariale,5,172,0,0,0,None,None,1,129,786,915,2,0,None
0,Stekene,Maison,None,695000.0,notariale,7,330,0,0,0,True,24,0,None,None,149,4,0,old
1,Buggenhout,Maison,None,250000.0,notariale,5,None,0,0,0,None,None,1,None,None,285,3,0,old
2,Melle,Maison,None,355000.0,notariale,7,160,0,0,0,None,None,1,77,-14,63,3,0,None
3,Meilegem,Maison,None,235000.0,notariale,6,189,0,1,0,None,None,1,129,627,756,3,0,new
4,Sint-Niklaas,Maison,None,299000.0,notariale,8,194,0,0,0,None,None,1,None,None,592,None,0,None
5,Lokeren,Maison,None,369000.0,notariale,8,240,0,0,0,None,None,1,96,193,289,None,0,old
6,Aalst,Appartement,Duplex,295000.0,notariale,6,110,0,0,0,True,9,0,110,None,None,2,0,old
7,Destelbergen,Maison,Bungalow,479000.0,notariale,5,None,0,0,0,None,None,1,257,500,757,None,0,old
8,Meldert,Maison,None,397000.0,notariale,5,None,0,0,0,None,None,0,None,None,232,4,0,new
9,Aalst,Maison,Villa,630000.0,notariale,7,350,0,0,1,None,None,1,None,None,457,4,0,old
0,Gent,Maison,None,249000.0,notariale,6,117,0,0,0,None,None,0,58,0,58,2,0,None
1,Gent,Appartement,Penthouse,655000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,2,0,new
2,Zwijnaarde,Maison,None,950000.0,notariale,15,470,0,0,1,None,None,1,267,536,803,4,0,new
3,Gent,Appartement,None,440000.0,notariale,3,40,0,0,0,True,30,0,None,None,70,None,0,new
4,Gent,Appartement,None,459000.0,notariale,5,50,0,0,0,None,None,1,None,None,50,4,0,old
5,Gent,Appartement,None,359000.0,notariale,3,10,0,0,0,True,80,0,None,None,90,4,0,old
6,Gent,Maison,None,360000.0,notariale,3,88,0,0,0,None,None,0,None,None,None,2,0,new
7,Gent,Appartement,None,310000.0,notariale,3,85,0,0,0,True,1,0,None,None,86,3,0,None
8,Gent,Maison,Usage mixte,895000.0,notariale,10,351,0,0,1,True,21,0,147,0,147,2,0,new
9,Gent,Appartement,None,298000.0,notariale,3,102,0,0,0,True,2,0,None,None,104,None,0,old
0,Denderleeuw,Maison,None,403450.0,notariale,6,240,0,0,0,None,None,0,None,None,400,3,0,None
1,Aalst,Maison,None,440889.0,notariale,6,55,0,0,0,None,None,0,None,None,728,2,0,None
2,Elversele,Maison,None,425078.0,notariale,6,140,0,0,0,None,None,0,None,None,536,3,0,None
3,Sint-Niklaas,Maison,None,485728.0,notariale,6,140,0,0,0,None,None,1,None,None,682,3,0,None
4,Nederhasselt,Maison,None,610239.0,notariale,6,200,0,0,0,None,None,0,None,None,220,4,0,None
5,Belsele,Maison,None,565698.0,notariale,6,200,0,0,0,None,None,0,None,None,360,4,0,None
6,Welle,Maison,None,397676.0,notariale,5,245,0,0,0,None,None,0,None,None,447,None,0,None
7,Gent,Maison,None,765000.0,notariale,7,197,0,0,0,True,30,1,None,None,None,None,0,new
8,Aalst,Maison,Maison exceptionnelle,595000.0,notariale,9,None,0,1,0,None,None,1,None,None,616,4,0,old
9,Merelbeke,Maison,Villa moderne,723013.0,notariale,7,214,0,0,0,None,None,0,None,None,885,4,0,old
0,Sint-Niklaas,Maison,None,398000.0,notariale,8,293,0,0,0,None,None,1,None,None,316,2,0,old
1,Geraardsbergen,Appartement,None,237000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
2,Aalst,Appartement,App. rez-de-chaussée,249000.0,notariale,6,253,0,0,0,None,None,0,None,None,None,2,0,None
3,Aalst,Appartement,Attique,125000.0,notariale,3,54,0,0,0,None,None,0,None,None,None,2,0,None
4,Geraardsbergen,Appartement,None,228000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
5,Beveren-Waas,Appartement,None,260000.0,notariale,7,105,0,0,0,True,9,0,None,None,None,3,0,None
6,Beveren-Waas,Appartement,None,260000.0,notariale,7,105,0,0,0,True,9,0,None,None,None,3,0,None
7,Beveren-Waas,Appartement,None,229000.0,notariale,4,65,0,0,0,True,50,1,None,None,50,3,0,new
8,Beveren-Waas,Appartement,None,229000.0,notariale,4,65,0,0,0,True,50,1,None,None,50,3,0,None
9,Gent,Appartement,None,369000.0,notariale,4,73,0,0,0,True,6,0,None,None,None,2,0,None
0,Zelzate,Maison,Usage mixte,285000.0,notariale,12,250,0,0,0,None,None,0,None,None,575,None,0,None
1,Adegem,Appartement,None,350000.0,notariale,3,None,0,0,0,True,68,0,None,None,33,2,0,None
2,Adegem,Appartement,None,285000.0,notariale,3,None,0,0,0,True,24,0,None,None,67,2,0,None
3,Adegem,Appartement,None,292000.0,notariale,3,None,0,0,0,None,None,0,None,None,66,2,0,None
4,Hofstade,Appartement,Penthouse,255000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
5,Hofstade,Appartement,None,245000.0,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,None
6,Oudenaarde,Appartement,None,2000000.0,notariale,0,None,0,0,0,None,None,0,972,None,None,None,0,None
7,Erembodegem,Appartement,None,385435.0,notariale,3,132,0,0,0,None,None,0,None,None,None,None,0,old
8,Gijzegem,Maison,Maison unifamiliale,119900.0,notariale,5,88,0,0,0,None,None,1,None,None,58,2,0,None
9,Adegem,Appartement,None,255000.0,notariale,3,None,0,0,0,True,26,0,None,None,72,2,0,None
0,Mere,Maison,None,423313.0,notariale,6,152,0,0,0,None,None,0,90,244,334,3,0,None
1,Lebbeke,Maison,None,426890.0,notariale,6,152,0,0,0,None,None,1,None,None,235,3,0,None
2,Lede,Maison,None,468809.0,notariale,6,182,0,0,0,None,None,0,None,None,543,3,0,None
3,Moerbeke,Maison,None,368229.0,notariale,5,221,0,0,0,None,None,0,None,None,285,2,0,None
4,Lovendegem,Maison,None,660617.0,notariale,7,254,0,0,0,None,None,0,122,48,170,4,0,None
5,Haaltert,Maison,None,431826.0,notariale,6,55,0,0,0,None,None,0,None,None,133,2,0,None
6,Melle,Maison,None,773182.0,notariale,7,206,0,0,0,None,None,0,None,None,285,4,0,None
7,Aalst,Maison,None,821445.0,notariale,6,172,0,0,0,None,None,0,None,None,825,4,0,None
8,Sint-Gillis-Bij-Dendermonde,Appartement,None,199900.0,notariale,5,80,0,0,0,True,30,0,None,None,None,None,0,old
9,Sint-Gillis-Bij-Dendermonde,Appartement,None,191500.0,notariale,5,80,0,0,0,True,15,0,None,None,None,None,0,old
0,Meerbeke,Maison,None,295000.0,notariale,5,None,0,0,0,None,None,0,None,None,381,2,0,old
1,Denderwindeke,Appartement,App. rez-de-chaussée,324000.0,notariale,4,104,0,0,0,True,54,1,None,None,None,2,0,old
2,Gent,Appartement,None,179000.0,notariale,3,67,0,0,0,None,None,0,None,None,67,2,0,old
3,Zele,Appartement,Penthouse,399750.0,notariale,4,125,0,0,0,True,48,0,None,None,None,None,0,old
4,Oudenaarde,Appartement,None,248000.0,notariale,2,50,0,0,0,True,9,0,50,0,50,2,0,old
5,Sint-Denijs-Westrem,Appartement,None,248500.0,notariale,5,None,0,0,0,None,None,0,None,None,140,None,0,old
6,Evergem,Maison,None,335000.0,notariale,6,159,0,0,0,None,None,1,None,None,300,None,0,old
7,Eeklo,Maison,None,435000.0,agence,6,None,0,0,0,None,None,0,None,None,257,2,0,old
8,Renaix,Maison,None,139000.0,notariale,5,145,0,0,0,None,None,0,None,None,76,2,0,None
9,Geraardsbergen,Maison,Maison d’angle,195000.0,notariale,2,None,0,0,0,True,85,0,None,None,95,None,0,old
0,Zaffelare,Maison,None,549000.0,notariale,9,250,0,0,0,None,None,1,None,None,079,4,0,old
1,Oostakker,Maison,None,591000.0,notariale,8,204,0,0,0,None,None,1,None,None,542,4,0,old
2,Lede,Maison,Usage mixte,189000.0,notariale,5,200,0,0,0,None,None,0,100,69,169,3,0,None
3,Zele,Appartement,None,245000.0,notariale,5,117,0,0,0,True,9,0,None,None,None,None,0,old
4,Sint-Niklaas,Appartement,App. rez-de-chaussée,180000.0,notariale,3,51,0,0,0,None,None,0,None,None,None,None,0,old
5,Deinze,Appartement,None,350000.0,notariale,4,90,0,0,0,None,None,0,None,None,None,2,0,None
6,Gavere,Maison,None,337000.0,notariale,3,182,0,0,0,None,None,0,None,None,None,None,0,None
7,Welle,Appartement,Duplex,330000.0,notariale,7,131,0,0,0,True,5,1,None,None,None,2,0,old
8,Aalst,Maison,Maison de maître,570000.0,notariale,0,800,0,0,0,None,None,0,None,None,572,2,0,old
9,Gent,Maison,None,285000.0,notariale,6,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Zottegem,Appartement,None,275000.0,notariale,4,80,0,0,0,None,None,0,None,None,None,2,0,None
1,Zottegem,Appartement,None,364397.0,notariale,4,211,0,0,0,None,None,0,None,None,None,4,0,None
2,Ninove,Maison,None,227500.0,notariale,5,154,0,0,0,None,None,0,None,None,None,3,0,old
3,Kerksken,Appartement,Duplex,227000.0,notariale,4,110,0,0,0,None,None,1,None,None,None,None,0,old
4,Renaix,Maison,Villa,333900.0,notariale,6,None,0,0,0,None,None,1,None,None,389,None,0,old
5,Bazel,Maison,None,259000.0,notariale,4,118,1,0,0,True,16,0,82,451,533,3,0,old
6,Zelzate,Maison,Bel-étage,200000.0,notariale,6,130,0,1,0,None,None,0,None,None,147,2,0,old
7,Oudenaarde,Appartement,None,257500.0,notariale,4,100,0,0,0,None,None,1,None,None,None,2,0,old
8,Gavere,Maison,None,229000.0,notariale,6,212,0,0,0,None,None,0,150,23,173,2,0,old
9,Gavere,Maison,None,305000.0,notariale,7,218,0,0,0,None,None,1,203,249,452,2,0,old
0,Hamme,Appartement,None,237000.0,notariale,4,104,0,0,0,True,18,0,None,None,None,4,0,old
1,Hamme,Appartement,None,254500.0,notariale,4,110,0,0,0,True,12,0,None,None,None,4,0,old
2,Hamme,Appartement,None,256000.0,notariale,5,122,0,0,0,True,12,0,None,None,None,4,0,old
3,Hamme,Appartement,None,214750.0,notariale,4,101,0,0,0,None,None,1,None,None,None,4,0,old
4,Hamme,Appartement,None,254500.0,notariale,4,110,0,0,0,True,12,0,None,None,None,4,0,old
5,Hamme,Appartement,None,271000.0,notariale,4,116,0,0,0,True,16,0,None,None,None,4,0,old
6,Hamme,Appartement,None,256000.0,notariale,5,116,0,0,0,None,None,1,None,None,None,4,0,old
7,Hamme,Appartement,None,218000.0,notariale,4,103,0,0,0,None,None,1,None,None,None,4,0,old
8,Hamme,Appartement,None,247000.0,notariale,4,103,0,0,0,True,18,0,None,None,None,4,0,old
9,Hamme,Appartement,None,214750.0,notariale,4,101,0,0,0,None,None,1,None,None,None,4,0,old
0,Wondelgem,Maison,None,359000.0,notariale,4,144,0,0,0,True,50,1,None,None,13,3,0,old
1,Gent,Maison,None,505000.0,notariale,6,22,0,0,0,True,93,1,None,None,20,2,0,None
2,Gent,Appartement,None,269500.0,notariale,2,77,0,0,0,True,9,0,None,None,86,2,0,None
3,Gent,Appartement,None,334000.0,notariale,3,10,0,0,0,True,11,0,None,None,10,2,0,old
4,Gentbrugge,Appartement,None,235000.0,notariale,5,112,0,0,0,None,None,0,None,None,112,2,0,old
5,Melsele,Maison,None,569000.0,notariale,7,215,0,0,0,None,None,1,None,None,733,4,0,old
6,Gent,Maison,None,299000.0,notariale,7,108,0,0,0,None,None,0,None,None,41,None,0,new
7,Ledeberg,Maison,None,295000.0,notariale,7,125,0,0,0,None,None,0,None,None,125,2,0,new
8,Kerksken,Appartement,None,240000.0,notariale,4,129,0,0,0,None,None,0,None,None,129,None,0,old
9,Gent,Appartement,Penthouse,665000.0,notariale,2,81,0,0,0,True,70,0,None,None,None,None,0,None
0,Geraardsbergen,Maison,None,895000.0,notariale,4,233,0,0,0,None,None,0,300,42,342,4,0,old
1,Ninove,Maison,None,299000.0,notariale,7,275,0,0,0,True,10,1,130,70,200,2,0,old
2,Gent,Appartement,None,500432.0,notariale,4,110,0,0,0,None,None,0,None,None,129,2,0,None
3,Gent,Appartement,None,214659.0,notariale,3,36,0,0,0,None,None,0,None,None,39,2,0,None
4,Iddergem,Appartement,None,349000.0,notariale,4,135,0,0,0,None,None,0,None,None,None,None,0,None
5,Gent,Appartement,None,265000.0,notariale,4,None,0,1,0,None,None,0,None,None,None,2,0,None
6,Deinze,Appartement,None,194500.0,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,old
7,Aalter,Maison,None,460000.0,notariale,7,150,0,0,0,None,None,1,92,509,601,4,0,new
8,Gent,Maison,Maison bourgeoise,725000.0,notariale,7,200,0,0,0,None,None,0,None,None,100,None,0,None
9,Gent,Appartement,None,330000.0,notariale,4,105,0,0,0,None,None,0,None,None,None,2,0,None
0,None,Maison,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
1,Aspelare,Maison,None,275000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
2,Destelbergen,Maison,None,290000.0,notariale,4,120,0,0,0,None,None,1,None,None,416,4,0,None
3,Onkerzele,Maison,Villa,660000.0,notariale,8,295,0,0,0,None,None,1,None,None,799,4,0,old
4,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Beveren-Waas,Appartement,None,180000.0,notariale,5,85,0,0,0,None,None,0,None,None,None,2,0,None
6,Geraardsbergen,Appartement,None,169000.0,notariale,3,80,0,0,0,None,None,0,80,0,80,None,0,old
7,Aalst,Maison,None,285000.0,notariale,6,170,0,0,0,True,12,0,70,49,119,2,0,new
8,Renaix,Maison,None,395000.0,notariale,3,250,0,0,0,None,None,1,130,120,250,None,0,None
9,Eeklo,Maison,None,195000.0,notariale,8,174,0,0,0,None,None,1,None,None,155,None,0,old
0,Gent,Appartement,None,375000.0,notariale,6,110,0,0,0,None,None,0,None,None,None,2,0,None
1,Kruishoutem,Maison,None,390000.0,notariale,4,205,0,0,0,None,None,0,None,None,648,3,0,old
2,Zingem,Appartement,None,230000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
3,Dikkelvenne,Maison,None,285000.0,notariale,5,163,0,0,0,None,None,0,None,None,447,3,0,old
4,Merelbeke,Maison,None,259000.0,notariale,6,123,0,0,0,None,None,0,None,None,215,None,0,None
5,Zottegem,Maison,None,445000.0,notariale,5,253,0,0,0,True,35,0,158,820,978,4,0,old
6,Idegem,Maison,None,230000.0,notariale,6,257,0,0,0,None,None,0,None,None,262,2,0,old
7,None,Maison,Villa,249000.0,agence,9,None,0,0,0,None,None,1,None,None,133,4,0,None
8,Evergem,Appartement,None,305000.0,notariale,4,10,0,0,0,True,75,1,None,None,572,2,0,old
9,Aalst,Appartement,Serviceflat,274900.0,notariale,2,47,0,0,0,True,22,0,None,None,55,2,0,old
0,Geraardsbergen,Maison,None,547000.0,notariale,11,387,0,0,0,None,None,1,None,None,400,2,0,new
1,Gentbrugge,Maison,None,315000.0,notariale,5,140,0,0,0,True,9,0,None,None,74,2,0,new
2,Renaix,Maison,None,419500.0,notariale,0,None,0,0,0,None,None,0,None,None,944,4,0,old
3,Aalst,Maison,None,325000.0,notariale,6,198,0,0,0,True,26,1,198,-24,174,2,0,None
4,Lebbeke,Maison,None,185000.0,notariale,5,150,0,0,0,True,18,1,None,None,90,2,0,None
5,Gent,Appartement,None,415000.0,notariale,6,115,0,0,0,True,7,0,None,None,None,2,0,new
